TRANSNR;LOTNT;MARKS;MARKS2;REF;REF2;BAGMARK;GRADE-GR;BAGSNR;WEIGHT-Kgr;SALENO;BAGSBOUGHTNR;WEIGHTBOUGHT-Kgr;BUYERCODE;PRICE;SEATNR;AUCTCODE;STATUS;ISODATE;SEASON;VALUE
1;2701;42MU0008/KUIRI/XBB072F02;42MU0008/KUIRI/XBB072F02/;XBB072F02;XBB072F02;42MU0008;C;12;743;30;12;743;78;171;78;25;2;05-Sep-17;2016-2017;2541.06
2;2702;43MU0020/NTONGORO-FCS/XBB0042F01;43MU0020/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0020;C;23;1402;30;23;1402;78;193;78;25;2;05-Sep-17;2016-2017;5411.72
3;2703;44MU0001/NDULUMA/XBA038F01;44MU0001/NDULUMA/XBA038F01/;XBA038F01;XBA038F01;44MU0001;C;34;2087;30;34;2087;39;180;39;25;2;05-Sep-17;2016-2017;7513.2
4;2704;44MU0006/MBARANGA/XBA038;44MU0006/MBARANGA/XBA038/;XBA038;XBA038;44MU0006;C;40;2458;30;40;2458;78;150;78;25;2;05-Sep-17;2016-2017;7374
5;2705;44MU0017/KALITHIRIA FCS/XBA033;44MU0017/KALITHIRIAFCS/XBA033/;XBA033;XBA033;44MU0017;C;27;1676;30;27;1676;47;174;47;25;2;05-Sep-17;2016-2017;5832.48
6;2706;46MU0041/MBARANGA/XBA038;46MU0041/MBARANGA/XBA038/;XBA038;XBA038;46MU0041;C;21;1299;30;21;1299;78;160;78;25;2;05-Sep-17;2016-2017;4156.8
7;2707;46MU1004/PARCHMENT BULK/PBULK;46MU1004/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1004;C;50;3055;30;50;3055;238;207;57;25;2;05-Sep-17;2016-2017;12647.7
8;2708;43MU0011/GATURINE/XBB070F02;43MU0011/GATURINE/XBB070F02/;XBB070F02;XBB070F02;43MU0011;C;8;491;30;8;491;47;242;47;25;2;05-Sep-17;2016-2017;2376.44
9;2709;43MU0033/NKUMARI/XBB069F02;43MU0033/NKUMARI/XBB069F02/;XBB069F02;XBB069F02;43MU0033;C;14;840;30;14;840;209;161;7;25;2;05-Sep-17;2016-2017;2704.8
10;2710;44MU0004/ITHIMA/XBB005F03;44MU0004/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0004;C;39;2363;30;39;2363;39;242;39;25;2;05-Sep-17;2016-2017;11436.92
11;2711;44MU0012/TIGIJI/XBB009F2;44MU0012/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;44MU0012;C;23;1380;30;23;1380;238;227;57;25;2;05-Sep-17;2016-2017;6265.2
12;2712;44MU0035/KIGARI-RIGIRI/XBB044F02;44MU0035/KIGARI-RIGIRI/XBB044F02/;XBB044F02;XBB044F02;44MU0035;C;18;1103;30;18;1103;47;245;47;25;2;05-Sep-17;2016-2017;5404.7
13;2713;43MU0021/NTONGORO-FCS/XBB0042F01;43MU0021/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0021;C;29;1778;30;29;1778;39;244;39;25;2;05-Sep-17;2016-2017;8676.64
14;2714;45MU0014/KIERU/XBB067F01;45MU0014/KIERU/XBB067F01/;XBB067F01;XBB067F01;45MU0014;C;17;1041;30;17;1041;47;250;47;25;2;05-Sep-17;2016-2017;5205
15;2715;44MU0030/KIGARI-THAGU/XBB044F03;44MU0030/KIGARI-THAGU/XBB044F03/;XBB044F03;XBB044F03;44MU0030;C;13;827;30;13;827;47;253;47;25;2;05-Sep-17;2016-2017;4184.62
16;2716;45MU0005/KINORO/XBB044F01;45MU0005/KINORO/XBB044F01/;XBB044F01;XBB044F01;45MU0005;C;15;900;30;15;900;149;253;44;25;2;05-Sep-17;2016-2017;4554
17;2717;45MU0017/NTEMWENE/XBB067F03;45MU0017/NTEMWENE/XBB067F03/;XBB067F03;XBB067F03;45MU0017;C;25;1557;30;25;1557;47;258;47;25;2;05-Sep-17;2016-2017;8034.12
18;2718;43MU0020/NTONGORO-FCS/XBB0042F01;43MU0020/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0020;AB;11;703;30;11;703;238;263;57;25;1;05-Sep-17;2016-2017;3697.78
19;2719;44MU0001/NDULUMA/XBA038F01;44MU0001/NDULUMA/XBA038F01/;XBA038F01;XBA038F01;44MU0001;AB;18;1091;30;18;1091;149;204;44;25;2;05-Sep-17;2016-2017;4451.28
20;2720;44MU0002/ITHIMA/XBB005F03;44MU0002/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0002;AB;6;396;30;6;396;149;205;44;25;2;05-Sep-17;2016-2017;1623.6
21;2722;44MU0017/KALITHIRIA FCS/XBA033;44MU0017/KALITHIRIAFCS/XBA033/;XBA033;XBA033;44MU0017;AB;17;1023;30;17;1023;74;199;74;25;2;05-Sep-17;2016-2017;4071.54
22;2723;45MU1002/PARCHMENT BULK/PBULK;45MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;45MU1002;AB;6;363;30;6;363;39;149;39;25;2;05-Sep-17;2016-2017;1081.74
23;2721;44MU0006/MBARANGA/XBA038;44MU0006/MBARANGA/XBA038/;XBA038;XBA038;44MU0006;AB;28;1727;30;28;1727;74;170;74;25;2;05-Sep-17;2016-2017;5871.8
24;2725;46MU1002/PARCHMENT BULK/PBULK;46MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1002;AB;10;646;30;10;646;238;207;57;25;2;05-Sep-17;2016-2017;2674.44
25;2724;46MU0041/MBARANGA/XBA038;46MU0041/MBARANGA/XBA038/;XBA038;XBA038;46MU0041;AB;26;1586;30;26;1586;39;193;39;25;2;05-Sep-17;2016-2017;6121.96
26;2726;46MU1003/PARCHMENT BULK/PBULK;46MU1003/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1003;AB;35;2117;30;35;2117;51;152;51;25;2;05-Sep-17;2016-2017;6435.68
27;2727;46MU1004/PARCHMENT BULK/PBULK;46MU1004/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1004;AB;30;1828;30;30;1828;39;201;39;25;2;05-Sep-17;2016-2017;7348.56
28;2728;43MU0011/GATURINE/XBB070F02;43MU0011/GATURINE/XBB070F02/;XBB070F02;XBB070F02;43MU0011;AB;25;1549;30;25;1549;238;315;57;25;1;05-Sep-17;2016-2017;9758.7
29;2729;43MU0033/NKUMARI/XBB069F02;43MU0033/NKUMARI/XBB069F02/;XBB069F02;XBB069F02;43MU0033;AB;12;762;30;12;762;238;277;57;25;1;05-Sep-17;2016-2017;4221.48
30;2730;44MU0012/TIGIJI/XBB009F2;44MU0012/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;44MU0012;AB;7;446;30;7;446;39;269;39;25;1;05-Sep-17;2016-2017;2399.48
31;2731;44MU0035/KIGARI-RIGIRI/XBB044F02;44MU0035/KIGARI-RIGIRI/XBB044F02/;XBB044F02;XBB044F02;44MU0035;AB;33;1984;30;33;1984;39;270;39;25;2;05-Sep-17;2016-2017;10713.6
32;2732;45MU0014/KIERU/XBB067F01;45MU0014/KIERU/XBB067F01/;XBB067F01;XBB067F01;45MU0014;AB;23;1421;30;23;1421;39;278;39;25;2;05-Sep-17;2016-2017;7900.76
33;2733;43MU0021/NTONGORO-FCS/XBB0042F01;43MU0021/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0021;AB;22;1360;30;22;1360;74;277;74;25;2;05-Sep-17;2016-2017;7534.4
34;2734;44MU0004/ITHIMA/XBB005F03;44MU0004/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0004;AB;19;1140;30;19;1140;39;274;39;25;2;05-Sep-17;2016-2017;6247.2
35;2735;44MU0030/KIGARI-THAGU/XBB044F03;44MU0030/KIGARI-THAGU/XBB044F03/;XBB044F03;XBB044F03;44MU0030;AB;44;2698;30;44;2698;39;282;39;25;2;05-Sep-17;2016-2017;15216.72
36;2736;45MU0005/KINORO/XBB044F01;45MU0005/KINORO/XBB044F01/;XBB044F01;XBB044F01;45MU0005;AB;34;2059;30;34;2059;39;291;39;25;2;05-Sep-17;2016-2017;11983.38
37;2737;45MU0017/NTEMWENE/XBB067F03;45MU0017/NTEMWENE/XBB067F03/;XBB067F03;XBB067F03;45MU0017;AB;20;1258;30;20;1258;238;296;57;25;2;05-Sep-17;2016-2017;7447.36
38;2738;46MU1004/PARCHMENT BULK/PBULK;46MU1004/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1004;AA;4;288;30;4;288;149;212;44;25;2;05-Sep-17;2016-2017;1221.12
39;2739;46MU1003/PARCHMENT BULK/PBULK;46MU1003/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1003;AA;9;563;30;9;563;209;271;7;25;1;05-Sep-17;2016-2017;3051.46
40;2740;43MU0021/NTONGORO-FCS/XBB0042F01;43MU0021/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0021;AA;3;202;30;3;202;47;367;47;25;2;05-Sep-17;2016-2017;1482.68
41;2741;45MU0014/KIERU/XBB067F01;45MU0014/KIERU/XBB067F01/;XBB067F01;XBB067F01;45MU0014;AA;5;300;30;5;300;160;365;40;25;1;05-Sep-17;2016-2017;2190
42;2742;43MU0011/GATURINE/XBB070F02;43MU0011/GATURINE/XBB070F02/;XBB070F02;XBB070F02;43MU0011;AA;9;565;30;9;565;221;366;49;25;2;05-Sep-17;2016-2017;4135.8
43;2743;44MU0030/KIGARI-THAGU/XBB044F03;44MU0030/KIGARI-THAGU/XBB044F03/;XBB044F03;XBB044F03;44MU0030;AA;20;1255;30;20;1255;160;369;40;25;2;05-Sep-17;2016-2017;9261.9
44;2744;44MU0035/KIGARI-RIGIRI/XBB044F02;44MU0035/KIGARI-RIGIRI/XBB044F02/;XBB044F02;XBB044F02;44MU0035;AA;7;433;30;7;433;237;367;13;25;1;05-Sep-17;2016-2017;3178.22
45;2745;45MU0005/KINORO/XBB044F01;45MU0005/KINORO/XBB044F01/;XBB044F01;XBB044F01;45MU0005;AA;9;549;30;9;549;237;374;13;25;1;05-Sep-17;2016-2017;4106.52
46;2746;44MU0001/NDULUMA/XBA038F01;44MU0001/NDULUMA/XBA038F01/;XBA038F01;XBA038F01;44MU0001;T;14;858;30;14;858;21;78;21;25;2;05-Sep-17;2016-2017;1338.48
47;2747;44MU0006/MBARANGA/XBA038;44MU0006/MBARANGA/XBA038/;XBA038;XBA038;44MU0006;T;21;1289;30;21;1289;21;85;21;25;2;05-Sep-17;2016-2017;2191.3
48;2748;43MU0020/NTONGORO-FCS/XBB0042F01;43MU0020/NTONGORO-FCS/XBB0042F01/;XBB0042F01;XBB0042F01;43MU0020;T;10;646;30;10;646;39;132;39;25;1;05-Sep-17;2016-2017;1705.44
49;2749;44MU0004/ITHIMA/XBB005F03;44MU0004/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0004;T;6;391;30;6;391;39;124;39;25;2;05-Sep-17;2016-2017;969.68
50;2750;44MU0012/TIGIJI/XBB009F2;44MU0012/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;44MU0012;T;7;450;30;7;450;39;136;39;25;1;05-Sep-17;2016-2017;1224
51;2751;46MU0041/MBARANGA/XBA038;46MU0041/MBARANGA/XBA038/;XBA038;XBA038;46MU0041;T;13;791;30;13;791;21;61;21;25;2;05-Sep-17;2016-2017;965.02
52;2752;46MU1004/PARCHMENT BULK/PBULK;46MU1004/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1004;T;11;695;30;11;695;237;134;13;25;2;05-Sep-17;2016-2017;1862.6
53;2753;46MU2001/CLEAN BULK/C.Bulk;46MU2001/CLEANBULK/CBulk/;CBulk;CBulk;46MU2001;T;24;1443;30;24;1443;39;137;39;25;2;05-Sep-17;2016-2017;3953.82
54;2754;44MU0006/MBARANGA/XBA038;44MU0006/MBARANGA/XBA038/;XBA038;XBA038;44MU0006;TT;6;390;30;6;390;237;142;13;25;2;05-Sep-17;2016-2017;1107.6
55;2755;42MU0008/KUIRI/XBB072F02;42MU0008/KUIRI/XBB072F02/;XBB072F02;XBB072F02;42MU0008;AB;8;487;30;8;487;47;226;47;25;2;05-Sep-17;2016-2017;2201.24
56;2756;45MU0007/NGONYI/XBB05F05;45MU0007/NGONYI/XBB05F05/;XBB05F05;XBB05F05;45MU0007;AB;5;344;30;5;344;237;227;13;25;2;05-Sep-17;2016-2017;1561.76
57;2757;41MU0003/MBURUGU ESTATE/BB02C;41MU0003/MBURUGUESTATE/BB02C/;BB02C;BB02C;41MU0003;UG2;3;182;30;3;182;237;81;13;25;1;05-Sep-17;2016-2017;294.84
58;2758;41MU0027/GIITHU FACTORY/XBA037;41MU0027/GIITHUFACTORY/XBA037/;XBA037;XBA037;41MU0027;UG2;9;547;30;9;547;21;101;21;25;2;05-Sep-17;2016-2017;1104.94
59;2759;41MU0036/RWARENE/XBB072F03;41MU0036/RWARENE/XBB072F03/;XBB072F03;XBB072F03;41MU0036;UG2;7;437;30;7;437;237;87;13;25;2;05-Sep-17;2016-2017;760.38
60;2760;41MU0049/TIGIJI/XBB009F2;41MU0049/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;41MU0049;UG2;25;1514;30;25;1514;21;85;21;25;2;05-Sep-17;2016-2017;2573.8
61;2761;42MU0003/KIRUGUI KAUGI/XBB0062F01;42MU0003/KIRUGUIKAUGI/XBB0062F01/;XBB0062F01;XBB0062F01;42MU0003;UG2;15;912;30;15;912;160;137;40;25;1;05-Sep-17;2016-2017;2498.88
62;2762;42MU0007/KUIRI/XBB072F02;42MU0007/KUIRI/XBB072F02/;XBB072F02;XBB072F02;42MU0007;UG2;6;360;30;6;360;39;91;39;25;2;05-Sep-17;2016-2017;655.2
63;2763;43MU0003/NJOE/ KAONGO/XBB023F01;43MU0003/NJOE/KAONGO/XBB023F01/;KAONGO;KAONGO;43MU0003;UG2;10;612;30;10;612;39;131;39;25;1;05-Sep-17;2016-2017;1603.44
64;2764;43MU0004/NJOE/ KAONGO/XBB023F01;43MU0004/NJOE/KAONGO/XBB023F01/;KAONGO;KAONGO;43MU0004;UG2;8;480;30;8;480;21;93;21;25;2;05-Sep-17;2016-2017;892.8
65;2765;44MU0002/ITHIMA/XBB005F03;44MU0002/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0002;UG2;10;607;30;10;607;237;133;13;25;1;05-Sep-17;2016-2017;1614.62
66;2766;44MU0022/ANTUAMBURI/XBA035F2;44MU0022/ANTUAMBURI/XBA035F2/;XBA035F2;XBA035F2;44MU0022;UG2;14;847;30;14;847;237;133;13;25;1;05-Sep-17;2016-2017;2253.02
67;2767;45MU0007/NGONYI/XBB05F05;45MU0007/NGONYI/XBB05F05/;XBB05F05;XBB05F05;45MU0007;UG2;14;883;30;14;883;74;94;74;25;2;05-Sep-17;2016-2017;1660.04
68;2768;45MU1002/PARCHMENT BULK/PBULK;45MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;45MU1002;UG2;16;989;30;16;989;74;90;74;25;2;05-Sep-17;2016-2017;1780.2
69;2769;46MU0011/TIGIJI/XBB009F2;46MU0011/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;46MU0011;UG2;13;798;30;13;798;74;80;74;25;1;05-Sep-17;2016-2017;1276.8
70;2770;46MU1002/PARCHMENT BULK/PBULK;46MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1002;UG2;28;1680;30;28;1680;74;134;74;25;1;05-Sep-17;2016-2017;4502.4
71;2771;44MU0015/KALITHIRIA FCS/XBA033;44MU0015/KALITHIRIAFCS/XBA033/;XBA033;XBA033;44MU0015;UG2;16;960;30;16;960;237;123;13;25;2;05-Sep-17;2016-2017;2361.6
72;2772;46MU1003/PARCHMENT BULK/PBULK;46MU1003/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1003;UG2;19;1187;30;19;1187;149;226;44;25;1;05-Sep-17;2016-2017;5365.24
73;2773;41MU0003/MBURUGU ESTATE/BB02C;41MU0003/MBURUGUESTATE/BB02C/;BB02C;BB02C;41MU0003;UG1;4;240;30;4;240;51;132;51;25;2;05-Sep-17;2016-2017;633.6
74;2774;41MU0027/GIITHU FACTORY/XBA037;41MU0027/GIITHUFACTORY/XBA037/;XBA037;XBA037;41MU0027;UG1;8;510;30;8;510;47;157;47;25;2;05-Sep-17;2016-2017;1601.4
75;2775;41MU0036/RWARENE/XBB072F03;41MU0036/RWARENE/XBB072F03/;XBB072F03;XBB072F03;41MU0036;UG1;7;473;30;7;473;237;220;13;25;1;05-Sep-17;2016-2017;2081.2
76;2776;41MU0049/TIGIJI/XBB009F2;41MU0049/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;41MU0049;UG1;33;1984;30;33;1984;237;230;13;25;1;05-Sep-17;2016-2017;9126.4
77;2777;42MU0003/KIRUGUI KAUGI/XBB0062F01;42MU0003/KIRUGUIKAUGI/XBB0062F01/;XBB0062F01;XBB0062F01;42MU0003;UG1;18;1126;30;18;1126;47;229;47;25;1;05-Sep-17;2016-2017;5157.08
78;2778;42MU0007/KUIRI/XBB072F02;42MU0007/KUIRI/XBB072F02/;XBB072F02;XBB072F02;42MU0007;UG1;14;895;30;14;895;47;145;47;25;2;05-Sep-17;2016-2017;2595.5
79;2779;43MU0003/NJOE/ KAONGO/XBB023F01;43MU0003/NJOE/KAONGO/XBB023F01/;KAONGO;KAONGO;43MU0003;UG1;16;979;30;16;979;47;221;47;25;1;05-Sep-17;2016-2017;4327.18
80;2780;43MU0004/NJOE/ KAONGO/XBB023F01;43MU0004/NJOE/KAONGO/XBB023F01/;KAONGO;KAONGO;43MU0004;UG1;15;941;30;15;941;47;226;47;25;1;05-Sep-17;2016-2017;4253.32
81;2781;44MU0002/ITHIMA/XBB005F03;44MU0002/ITHIMA/XBB005F03/;XBB005F03;XBB005F03;44MU0002;UG1;18;1098;30;18;1098;47;246;47;25;1;05-Sep-17;2016-2017;5402.16
82;2782;44MU0015/KALITHIRIA FCS/XBA033;44MU0015/KALITHIRIAFCS/XBA033/;XBA033;XBA033;44MU0015;UG1;14;859;30;14;859;47;132;47;25;2;05-Sep-17;2016-2017;2267.76
83;2783;44MU0022/ANTUAMBURI/XBA035F2;44MU0022/ANTUAMBURI/XBA035F2/;XBA035F2;XBA035F2;44MU0022;UG1;11;711;30;11;711;47;133;47;25;2;05-Sep-17;2016-2017;1891.26
84;2784;45MU0007/NGONYI/XBB05F05;45MU0007/NGONYI/XBB05F05/;XBB05F05;XBB05F05;45MU0007;UG1;19;1199;30;19;1199;47;222;47;25;1;05-Sep-17;2016-2017;5323.56
85;2785;45MU1002/PARCHMENT BULK/PBULK;45MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;45MU1002;UG1;17;1062;30;17;1062;237;121;13;25;2;05-Sep-17;2016-2017;2570.04
86;2786;46MU0011/TIGIJI/XBB009F2;46MU0011/TIGIJI/XBB009F2/;XBB009F2;XBB009F2;46MU0011;UG1;11;709;30;11;709;237;138;13;25;2;05-Sep-17;2016-2017;1956.84
87;2787;46MU1002/PARCHMENT BULK/PBULK;46MU1002/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1002;UG1;40;2442;30;40;2442;237;201;13;25;1;05-Sep-17;2016-2017;9816.84
88;2788;46MU1003/PARCHMENT BULK/PBULK;46MU1003/PARCHMENTBULK/PBULK/;PBULK;PBULK;46MU1003;UG1;44;2659;30;44;2659;47;234;47;25;1;05-Sep-17;2016-2017;12444.12
89;1801;43LE1001 / BULK;43LE1001/BULK;T;20;1262;30;20;1262;39;136;39;18;1;05-Sep-17;2016-2017;3432.64;;;
90;1802;44LE0082 / KITULUNI FACTORY/XBE018F01/FL;44LE0082/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0082;T;25;1531;30;25;1531;39;136;39;18;1;05-Sep-17;2016-2017;4164.32
91;1803;44LE1000 / BULK/FLO;44LE1000/BULK/FLO/;FLO;FLO;44LE1000;T;12;787;30;12;787;78;139;78;18;1;05-Sep-17;2016-2017;2187.86
92;1804;44MS2000 / C/BULK;44MS2000/C/BULK/;BULK;BULK;44MS2000;T;11;704;30;11;704;78;137;78;18;1;05-Sep-17;2016-2017;1928.96
93;1805;44LE0003 / KITULUNI FACTORY/XBE018F01/FL;44LE0003/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0003;T;15;941;30;15;941;237;135;13;18;1;05-Sep-17;2016-2017;2540.7
94;1806;44LE0091 / UAMANI FACTORY/XBE018F02/FLO;44LE0091/UAMANIFACTORY/XBE018F02/FLO/;XBE018F02;XBE018F02;44LE0091;T;9;585;30;9;585;237;139;13;18;1;05-Sep-17;2016-2017;1626.3
95;1807;45LE0002 / UAMANI FACTORY/XBE018F02/FLO;45LE0002/UAMANIFACTORY/XBE018F02/FLO/;XBE018F02;XBE018F02;45LE0002;T;6;373;30;6;373;237;135;13;18;1;05-Sep-17;2016-2017;1007.1
96;1808;40LE0005 / MATETANI/XBE011F02/FLO;40LE0005/MATETANI/XBE011F02/FLO/;XBE011F02;XBE011F02;40LE0005;T;20;1262;30;20;1262;39;137;39;18;1;05-Sep-17;2016-2017;3457.88
97;1809;44MS2008 / C/BULK;44MS2008/C/BULK/;BULK;BULK;44MS2008;TT;12;787;30;12;787;237;134;13;18;2;05-Sep-17;2016-2017;2109.16
98;1810;44MS2001 / C/BULK;44MS2001/C/BULK/;BULK;BULK;44MS2001;TT;16;973;30;16;973;78;228;78;18;1;05-Sep-17;2016-2017;4436.88
99;1811;44MS2007 / C/BULK;44MS2007/C/BULK/;BULK;BULK;44MS2007;TT;5;308;30;5;308;237;136;13;18;2;05-Sep-17;2016-2017;837.76
100;1812;41KF0015 / KAWAMUGIGA/AE0011;41KF0015/KAWAMUGIGA/AE0011/;AE0011;AE0011;41KF0015;C;35;2160;30;35;2160;21;92;21;18;2;05-Sep-17;2016-2017;3974.4
101;1813;42LE0053 / NGUMUTI/XBE08F02/FLO;42LE0053/NGUMUTI/XBE08F02/FLO/;XBE08F02;XBE08F02;42LE0053;C;12;729;30;12;729;160;137;40;18;2;05-Sep-17;2016-2017;1997.46
102;1814;41KF1007 / BULK/FLO;41KF1007/BULK/FLO/;FLO;FLO;41KF1007;C;16;988;30;16;988;237;141;13;18;2;05-Sep-17;2016-2017;2786.16
103;1815;43LE1001 / BULK;43LE1001/BULK;C;28;1724;30;28;1724;238;245;57;18;1;05-Sep-17;2016-2017;8447.6;;;
104;1816;41KF0012 / KAWAMUGIGA/AE0011;41KF0012/KAWAMUGIGA/AE0011/;AE0011;AE0011;41KF0012;C;36;2205;30;36;2205;226;243;54;18;2;05-Sep-17;2016-2017;10716.3
105;1817;44KF0023 / KIGAA FACTORY-KAGAARI SOUTH/X;44KF0023/KIGAAFACTORY-KAGAARISOUTH/X/;X;X;44KF0023;C;21;1318;30;21;1318;237;244;13;18;2;05-Sep-17;2016-2017;6431.84
106;1818;44LE0003 / KITULUNI FACTORY/XBE018F01/FL;44LE0003/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0003;C;25;1518;30;25;1518;237;117;13;18;2;05-Sep-17;2016-2017;3552.12
107;1819;44LE0082 / KITULUNI FACTORY/XBE018F01/FL;44LE0082/KITULUNIFACTORY/XBE018F01/FL/;XBE018F01;XBE018F01;44LE0082;C;35;2119;30;35;2119;238;243;57;18;1;05-Sep-17;2016-2017;10298.34
108;1820;44LE1000 / BULK/FLO;44LE1000/BULK/FLO/;FLO;FLO;44LE1000;C;22;1379;30;22;1379;160;244;40;18;1;05-Sep-17;2016-2017;6729.52
109;1821;45LE0002 / UAMANI FACTORY/XBE018F02/FLO;45LE0002/UAMANIFACTORY/XBE018F02/FLO/;XBE018F02;XBE018F02;45LE0002;C;10;640;30;10;640;237;161;13;18;2;05-Sep-17;2016-2017;2060.8
110;1822;44KF0013 / CHANIA ESTATE/AB0021/CAFíŠ;44KF0013/CHANIAESTATE/AB0021/CAFíŠ/;AB0021;AB0021;44KF0013;C;23;1420;30;23;1420;78;245;78;18;2;05-Sep-17;2016-2017;6958
111;1823;44KF0014 / CHANIA ESTATE/AB0021/CAFíŠ;44KF0014/CHANIAESTATE/AB0021/CAFíŠ/;AB0021;AB0021;44KF0014;C;21;1324;30;21;1324;78;245;78;18;2;05-Sep-17;2016-2017;6487.6
112;1824;44KF0022 / KANGUNU FACTORY/XBD14F01;44KF0022/KANGUNUFACTORY/XBD14F01/;XBD14F01;XBD14F01;44KF0022;C;29;1763;30;29;1763;226;243;54;18;2;05-Sep-17;2016-2017;8568.18
